Song Title,Artist,Album Title,Popularity,Genres,Artist Link,Track ID
Right over Wrong,Alex Jean,Heavenly Emotions,1,"christian hip hop, gospel r&b, christian, christian pop",https://open.spotify.com/artist/5qSM9F3Ei58tG08tXrJjSi,3Z1rWYlWSHr1lozBA6w2Pj
Grafiteando Paredes,Fuerza Regida,Grafiteando Paredes,46,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,06lN1srNhY4GlFnUbZGcwt
Tiempo,ERRE,Tiempo,43,"sad sierreño, sierreño, corridos tumbados",https://open.spotify.com/artist/5OugQZ3PqgRofo9mtzVYN3,4hupfKQFsQuj55bMNMbk4r
MALDITO AMOR!,Eslabon Armado,NOSTALGIA,57,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,5tsGxMYPWQZVZJ9qwOzSSb
Pothole (feat. Jaden Smith),"Tyler, The Creator",Flower Boy,64,Unknown,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,5SxlUF7J8tyFIEF22EomeP
Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator",Flower Boy,74,Unknown,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,6KuXb26rHuRy3ZDse1VRmx
Foreword (feat. Rex Orange County),"Tyler, The Creator",Flower Boy,66,Unknown,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,33i3xxHB4YSYGYbtJrwwO8
Como,La Rondalla De Saltillo,La Rondalla Etc.,34,"bolero, trova",https://open.spotify.com/artist/65wmIidwFZCCoT1BUewp5P,3er1rltwcdD6H1bSWXQGv9
Leave The Door Open,Bruno Mars,An Evening With Silk Sonic,81,Unknown,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,02VBYrHfVwfEWXk5DXyf0T
missin something,Zach Templar,orange blood,73,Unknown,https://open.spotify.com/artist/5YgOA27qcu8nSl1lp5ektj,790xAaylcgzyKm40GM95Gl
3005,Childish Gambino,Because the Internet,15,Unknown,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,5cc9Zbfp9u10sfJeKZ3h16
Unforgettable,Natalie Cole,Unforgettable: With Love,62,quiet storm,https://open.spotify.com/artist/5tTsrGPwQRWUsHR2Xf7Ke9,2MVQbDuhVs2muWFURtIdNb
No Moon At All - Remastered,Julie London,Julie Is Her Name,48,"vocal jazz, jazz, adult standards",https://open.spotify.com/artist/3qUMmh5biaB5hqpF4LqS3m,1owGm6QDclYTJ40SMz97rW
Lovely Day,Bill Withers,Menagerie,84,"soul, motown",https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,0bRXwKfigvpKZUurwqAlEh
Perfect Circle / God Speed,Mac Miller,GO:OD AM,58,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,4TlN2LSHn3DzauUe77l0ib
The Thrill Is Gone,B.B. King,Completely Well,69,"blues, classic blues, jazz blues, soul blues, blues rock",https://open.spotify.com/artist/5xLSa7l4IV1gsQfhAMvl0U,4NQfrmGs9iQXVQI9IpRhjM
Sugar,Men I Trust,Untourable Album,0,"bedroom pop, indie pop",https://open.spotify.com/artist/3zmfs9cQwzJl575W1ZYXeT,2joEpsXflccZD0ZwKEdz5m
"12.38 (feat. 21 Savage, Ink & Kadhja Bonet)",Childish Gambino,3.15.20,0,Unknown,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,011ZwIM48eD8ee2UBpG8nK
Believe What I Say,Kanye West,Donda,64,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,0JuSGEldfovcc8IS9va1wa
Starlight,Muse,Black Holes and Revelations,78,"alternative rock, rock",https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI,3skn2lauGk7Dx6bVIt5DVj
Manhattan,Eric Johnson,Venus Isle,47,Unknown,https://open.spotify.com/artist/4CxobvwTpmfpIEbkYh4pAb,21i2hxJAkQCWlSWejTkN0T
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,Floor Seats,82,rap,https://open.spotify.com/artist/5dHt1vcEm9qb8fCyLcB3HL,5oady7OSE7dH7LHiqmb3Cr
Fight the Feeling (feat. Kendrick Lamar & Iman Omari),Mac Miller,Macadelic,65,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,0jFxJ1US3dmwQn7DJi269h
Yonkers,"Tyler, The Creator",Goblin,64,Unknown,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,1nwkSqzTyXBk6XF796EOav
Yellow,Coldplay,Parachutes,93,Unknown,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,3AJwUDP919kvQ9QcozQPxg
CAN'T GET OVER YOU (feat. Clams Casino),Joji,BALLADS 1,1,Unknown,https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq,39oeKRgsLeynDIbWuXyA47
I Love You Girl,Ekolu,Ekolu Music,45,reggae,https://open.spotify.com/artist/3DK8L6LNTwmg5l3KfzgcRx,0wazUzE9whwNWy4vURbBMy
Great Balls of Fire,Jerry Lee Lewis,The Essential Jerry Lee Lewis [The Sun Sessions],1,"rockabilly, rock and roll, boogie-woogie",https://open.spotify.com/artist/2zyz0VJqrDXeFDIyrfVXSo,7xe3EQCvXnx6Q0zs41Y65n
Funky Duck,Vulfpeck,Thrill of the Arts,48,funk rock,https://open.spotify.com/artist/7pXu47GoqSYRajmBCjxdD6,2KRQR1VK6OoJxpwVzwDv72
This Side of Paradise,Coyote Theory,Color,81,Unknown,https://open.spotify.com/artist/48vmXfV0QPy3ljXBp81Fwn,79EkGysjP2dL5GdpeQjRxT
YKWIM?,Yot Club,Bipolar,81,bedroom pop,https://open.spotify.com/artist/6FugQjLquBF4JzATRN70bR,2vWBUC9djv6BtiGlmKiQaH
Mirage,Orion Sun,A Collection of Fleeting Moments and Daydreams,65,"alternative r&b, bedroom pop",https://open.spotify.com/artist/2efrqekWSHlvhATD50AG3m,1w327AHTCoChRIkJUprAnV
Something in the Orange,Zach Bryan,Something in the Orange,87,"country, red dirt",https://open.spotify.com/artist/40ZNYROS4zLfyyBSs2PGe2,3WMj8moIAXJhHsyLaqIIHI
I Was Wrong,Chris Stapleton,From A Room: Volume 1,74,country,https://open.spotify.com/artist/4YLtscXsxbVgi031ovDDdh,7dUdMZqfGSIt0ZkmTOgRLA
One Man Band,Old Dominion,Old Dominion,82,country,https://open.spotify.com/artist/6y8XlgIV8BLlIg1tT1R10i,7cA3PnUQDlUyBBwpRozQeo
Drinkin' Problem,Midland,On The Rocks,78,"country, honky tonk",https://open.spotify.com/artist/1DTZRmlVZBxx2wRQBtx6yi,1vBpwxsLVwaR4evBIaFmqD
Qué Onda Perdida,Grupo Firme,Qué Onda Perdida,10,"banda, corrido, norteño, sierreño, grupera, música mexicana, corridos bélicos",https://open.spotify.com/artist/1dKdetem2xEmjgvyymzytS,3upTB6o5YgeALHgDp3mzte
III. Urn,Childish Gambino,Because the Internet,9,Unknown,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,1wYIv0ySOwjMFWLOtrgtbo
No Llega el Olvido,Jenni Rivera,La Gran Señora,69,"banda, mariachi, ranchera, música mexicana, grupera",https://open.spotify.com/artist/5c4wQaXkNDqSOTjqX4ExAu,2l8QQVT6hYdnT79kKCU6p6
Un indio quiere llorar,Banda Machos,Sentimientos,54,"banda, grupera, cumbia, cumbia norteña, duranguense, música mexicana, norteño",https://open.spotify.com/artist/7MyUjj79oHy7I8RocrtzZ2,2EiI77Zus1qAINPOxFTcyK
Por una Mujer Casada,Banda El Recodo,"Pa' Puros Compas!, Vol. 2: Corridos y Rancheras",66,"banda, norteño, música mexicana, grupera, corrido",https://open.spotify.com/artist/6AcOTCYBMvjKYy4zms0kaC,4zLVaH8HnWApTsEwCBRYxM
La Lámpara,Chelo,Éxitos Rancheros,54,"mariachi, ranchera, música mexicana",https://open.spotify.com/artist/4IRgZYuKlqlD3BCEhb52ne,4gkEzBl4X0lZVLGGqVjyNS
Leña de pirul,Banda Machos,La reina de las bandas Vol. II,53,"banda, grupera, cumbia, cumbia norteña, duranguense, música mexicana, norteño",https://open.spotify.com/artist/7MyUjj79oHy7I8RocrtzZ2,24hke0P7QZEb62QC4XzG9y
La Puerta Negra,Los Tigres Del Norte,Gracias America Sin Fronteras,73,"norteño, corrido, ranchera, banda, grupera, música mexicana, cumbia norteña",https://open.spotify.com/artist/3hYtANQYrE6pd2PbtEyTIy,5TueyPDnDMPSRdQd7VYooI
Que Me Lleve El Diablo,Ramon Ayala Y Sus Bravos Del Norte,Antología De Un Rey Vol. II - 30 Joyas Musicales,41,"norteño, tejano, cumbia norteña, música mexicana, corrido, grupera, banda, bolero, ranchera",https://open.spotify.com/artist/5j9R5dTGerKvdXopZnfJh9,6yxTT3LDWLvnnyyXYGaea9
El Jerry,Gerardo Coronel,El Jerry,32,"banda, sierreño, corrido, norteño, sad sierreño",https://open.spotify.com/artist/6JoYL9QYbdgPb6EuE5J2pC,0FDq8AIYmb520cjjrIfutJ
La-La Means I Love You,The Delfonics,La La Means I Love You,62,"philly soul, motown",https://open.spotify.com/artist/6YPRXu1dazGYcSZv4HJEH4,58CUIzSxNpQUFvTCd8tntH
Rockstar,Nickelback,All the Right Reasons (Special Edition),68,"post-grunge, rock",https://open.spotify.com/artist/6deZN1bslXzeGvOLaLMOIF,6n9yCXvLhnYMgJIiIcMu7D
Liquor Store In The Sky (feat. Freddie Gibbs),BJ The Chicago Kid,Liquor Store In The Sky (feat. Freddie Gibbs),43,neo soul,https://open.spotify.com/artist/07d5etnpjriczFBB8pxmRe,0y3DGDbZOewDRrNIhchtDj
All The Things You Are,Ella Fitzgerald,Ella Fitzgerald Sings The Jerome Kern Song Book,52,"vocal jazz, jazz, swing music, jazz blues, big band, christmas",https://open.spotify.com/artist/5V0MlUE1Bft0mbLlND7FJz,5gPetRvxQKyOjjwZX1dzbt
In A Sentimental Mood,Ella Fitzgerald,Ella Fitzgerald Sings The Duke Ellington Song Book,0,"vocal jazz, jazz, swing music, jazz blues, big band, christmas",https://open.spotify.com/artist/5V0MlUE1Bft0mbLlND7FJz,3MNxcdz3SFeMfX4KunRsjZ
Corduroy Dreams,Rex Orange County,Bcos U Will Never B Free,66,bedroom pop,https://open.spotify.com/artist/7pbDxGE6nQSZVfiFdq9lOL,2ravLKGYnJWa7szKSBRTRJ
Hydrocodone,Cuco,Para Mi,59,bedroom pop,https://open.spotify.com/artist/2Tglaf8nvDzwSQnpSrjLHP,36Uc6BhILjfe4VTgweoHZj
Try a Little Tenderness,Otis Redding,Complete & Unbelievable: The Otis Redding Dictionary of Soul,67,"soul, motown, soul blues",https://open.spotify.com/artist/60df5JBRRPcnSpsIMxxwQm,36AlMHDBFwSsD3FQOy1R81
A Change Is Gonna Come,Sam Cooke,Ain't That Good News,4,"motown, soul",https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,0KOE1hat4SIer491XKk4Pa
I Put A Spell On You,Nina Simone,I Put A Spell On You,71,"vocal jazz, jazz blues, soul, soul jazz, jazz, blues",https://open.spotify.com/artist/7G1GBhoKtEPnP86X2PvEYO,0sjxRg1VlYfx4YG7uxurrq
I'm Glad There Is You,Julie London,Julie Is Her Name,56,"vocal jazz, jazz, adult standards",https://open.spotify.com/artist/3qUMmh5biaB5hqpF4LqS3m,1xlyVmdCo5lMRIzuMlAUF7
All I Need,Verzache,All I Need,40,Unknown,https://open.spotify.com/artist/59KX7XUUgAOOo5IyDjca0T,51V7IK66jWw2AB3UZ18zxh
Show Me How,Men I Trust,Show Me How,7,"bedroom pop, indie pop",https://open.spotify.com/artist/3zmfs9cQwzJl575W1ZYXeT,01TyFEZu6mHbffsVfxgrFn
Mariposa,Peach Tree Rascals,Mariposa,3,Unknown,https://open.spotify.com/artist/0imE3buPhAowREqCrr4CYe,4ja2gzrNh9VNigzoXfmbwD
Lil Baby Crush,Jordan Ward,Lil Baby Crush,61,Unknown,https://open.spotify.com/artist/3DGlTwdM5Dim9XQipb3jMf,6nXiaXqSZAJuOG6q66mZV1
Santo Patrón,Banda MS de Sergio Lizárraga,Santo Patrón,62,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,2aejtdTxSKhsCkT51Wixhm
Por Que Te Marchaste,Erik Alexander,Por Que Te Marchaste,47,"banda, sierreño",https://open.spotify.com/artist/1wcGLR6zJivtVU0LHUu4o9,7IFCqZ4ToJQi8u5EwDTbHg
Some,Steve Lacy,Some,80,Unknown,https://open.spotify.com/artist/57vWImR43h4CaDao012Ofp,4riDfclV7kPDT9D58FpmHd
Bye Bye,Brainstory,Ripe,42,retro soul,https://open.spotify.com/artist/0EqBE2VOwsHgSOrjsQCs5j,4U3KyPSnGam6zjAgG1JDUM
90210 (feat. Kacy Hill),Travis Scott,Rodeo,83,rap,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,51EC3I1nQXpec4gDk0mQyP
Como La Flor,Selena,Dreaming Of You,67,"tejano, cumbia, música mexicana",https://open.spotify.com/artist/6IE6z7DcZIT4Ml3Fh5Ivch,5ubqSAc9LxUS2CsMHcA4kF
Lie,NF,Perception,76,christian hip hop,https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz,07FkzikE6FuHIa8Ma7zJGc
One Love / People Get Ready,Bob Marley & The Wailers,Exodus,3,"reggae, roots reggae",https://open.spotify.com/artist/2QsynagSdAqZj3U9HgDzjD,6SR0dDuXH2vtgBfMLrivKV
Loretta,Ginger Root,Loretta,63,city pop,https://open.spotify.com/artist/4UAW69682T7N0wrABUhqx0,3eZqBNHlNA4lUsbAB6UmvD
You'll Never Find Another Love Like Mine,Lou Rawls,All Things In Time,67,"philly soul, soul blues",https://open.spotify.com/artist/1zJBFCev9UwOMcrZsLi2od,6OylYIXrIH2E3hgg7Dqz5M
I Think I Like When It Rains,WILLIS,Locals 2,18,Unknown,https://open.spotify.com/artist/3OykSjAE6F2Mb51WplFoRk,1A3tuE6ti9qoZDwB3LB0t2
Que Me Falto - En vivo,Marca MP,Despegando el Vuelo (En vivo),53,"corrido, corridos tumbados, banda, sierreño, sad sierreño, corridos bélicos, música mexicana",https://open.spotify.com/artist/44mEtidu0VdRkIqO4IbkNa,1nFSmF0g3tO3c5Y1FbTBsE
an Interlude Called “Circus” (feat. Eryn Allen Kane),Saba,Few Good Things,56,Unknown,https://open.spotify.com/artist/7Hjbimq43OgxaBRpFXic4x,2Lmpxi7j95HOvsR6zj1Fl3
Voodoo Child (Slight Return),Jimi Hendrix,Electric Ladyland,69,"psychedelic rock, classic rock, acid rock, blues rock",https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,2AxCeJ6PSsBYiTckM0HLY7
Hood Politics,Kendrick Lamar,To Pimp A Butterfly,64,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,2UOYzhusMTypF7oAQwksCj
For Sale? - Interlude,Kendrick Lamar,To Pimp A Butterfly,61,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,7unx2Rvsq8D0RfOLRXclTA
u,Kendrick Lamar,To Pimp A Butterfly,65,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,1bxEpNR75Hq3T2oF9AZjt8
These Walls,Kendrick Lamar,To Pimp A Butterfly,70,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,7uWVT3UkCAZyANvv0bdyQn
Wesley's Theory,Kendrick Lamar,To Pimp A Butterfly,74,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,7Ks4VCY1wFebnOdJrM13t6
Sube Al Carro,Eslabon Armado,Vibras de Noche,51,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,0eLvdRJPZbKIJzMvpZ6UXd
Amor,Eslabon Armado,Vibras de Noche,53,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,7KzhOnGLVaR11amZD6eREL
Tu Canción,Eslabon Armado,Vibras de Noche,48,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,6Di33wJjQkaysvcvhCUYAi
Le château,Ginger Root,Rikki,57,city pop,https://open.spotify.com/artist/4UAW69682T7N0wrABUhqx0,3KhPLLQjXodVQU9FoIlCUh
Silver Into Rain,Luna Li,Duality,50,Unknown,https://open.spotify.com/artist/4ZAk3yVJdtf1CFnTiG08U3,1fMOg9fZ20OCJCzYiXmom7
The Girl From Ipanema - 2008 Remastered,Frank Sinatra,Nothing But The Best (2008 Remastered),63,"christmas, big band, adult standards, swing music, vocal jazz, jazz",https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0,3NdHYXQK5gkFFEZvSMVVj6
The Best Is Yet To Come - 2008 Remastered,Frank Sinatra,Nothing But The Best (2008 Remastered),49,"christmas, big band, adult standards, swing music, vocal jazz, jazz",https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0,0mF3Ysmjl4QluLh4sZVnzf
Killing Me Softly With His Song,Roberta Flack,Killing Me Softly,76,adult standards,https://open.spotify.com/artist/0W498bDDNlJIrYMKXdpLHA,3gsCAGsWr6pUm1Vy7CPPob
Stay,Post Malone,beerbongs & bentleys,73,Unknown,https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60,4H7WNRErSbONkM06blBoGc
Nothing Else Matters (Remastered),Metallica,Metallica (Remastered),74,"metal, thrash metal, rock, heavy metal, hard rock",https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,2CtemffYhT0DJWcT1XW047
All My Life (feat. J. Cole),Lil Durk,All My Life (feat. J. Cole),72,drill,https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7,6HgWWaMu31KdOpEG5l28BG
Ni**as In Paris,JAY-Z,Watch The Throne (Deluxe),20,"hip hop, east coast hip hop, rap",https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,4Li2WHPkuyCdtmokzW2007
The Story of O.J.,JAY-Z,4:44,62,"hip hop, east coast hip hop, rap",https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,6JpN5w95em8SODPiM7W2PH
Ella,Junior H,Corridos Tumbados,79,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",https://open.spotify.com/artist/7Gi6gjaWy3DxyilpF1a8Is,0tKl8ZVM6xJkhznvJAS3Nq
Ganas Que Te Tengo,Eslabon Armado,Vibras de Noche,58,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,1sS5aMT5JWYSHwrTbxGGsn
Ella Baila Sola,Eslabon Armado,DESVELADO,74,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,3qQbCzHBycnDpGskqOWY0E
Churchill Downs (feat. Drake),Jack Harlow,Come Home The Kids Miss You,70,Unknown,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,3EMp20j5E42MxfFbsEsIvD
Savior,Kendrick Lamar,Mr. Morale & The Big Steppers,68,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,3drdWsJKiVCSQ2gKhd9BDT
highway 95,Baby Keem,The Melodic Blue (Deluxe),62,Unknown,https://open.spotify.com/artist/5SXuuuRpukkTvsLuUknva1,2E4INiVkDRBXXkFL4kB1Vk
Tyler Herro,Jack Harlow,Thats What They All Say,72,Unknown,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,3w1WjD2zJqjBjDz5fwqQPJ
Fire Squad,J. Cole,2014 Forest Hills Drive,67,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,6sf35vqrEAN8fOFzrKmv9A
Wicked Game,Chris Isaak,Heart Shaped World,84,Unknown,https://open.spotify.com/artist/7290H8m1Dwt8G7jm1y9CQx,7w5AOd6HrDIHewHfpABEss
m y . l i f e (with 21 Savage & Morray),J. Cole,The Off-Season,75,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,1D3z6HTiQsNmZxjl7F7eoG
Closer To The Heart,Rush,A Farewell To Kings,63,"progressive rock, classic rock, rock, hard rock, album rock",https://open.spotify.com/artist/2Hkut4rAAyrQxRdof7FVJq,4u3oXuVeOGoByIMz9pnOKf
Adiós Amor,Christian Nodal,Me Dejé Llevar,77,"banda, ranchera, mariachi, norteño, música mexicana, grupera",https://open.spotify.com/artist/0XwVARXT135rw8lyw1EeWP,63bmZnBN1CiJ9sA4qTEe8y
Is You Is Or Is You Ain't (My Baby),Louis Jordan,No Moe! Louis Jordan's Greatest Hits,39,"swing music, boogie-woogie, big band, blues",https://open.spotify.com/artist/2nRbxpnBMMbtMBWH5QdqH2,0IzMBujKJ24egd9HIK3OhG
Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,82,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,4KW1lqgSr8TKrvBII0Brf8
Let Go,Aaron May,CHASE,77,Unknown,https://open.spotify.com/artist/2rwALQ1SXdfUWPUd6WOfYS,7cLnbmx7ZUWAwyocrKz3wL
Great Adventures,Boldy James,Super Tecmo Bo,65,"boom bap, alternative hip hop, jazz rap, experimental hip hop",https://open.spotify.com/artist/4fpwOzxFRMVGfd197dKIdY,47FkzJm1bUaIc0OaGZvslL
Riot!,Earl Sweatshirt,Some Rap Songs,63,"experimental hip hop, alternative hip hop",https://open.spotify.com/artist/3A5tHz1SfngyOZM2gItYKu,6cmt9CRoK0KGcNg9Tpje53
DUCKWORTH.,Kendrick Lamar,DAMN.,76,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,0y9uTzK9cNKSAEHnpeRG8C
m.A.A.d city,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",69,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,2cDCojn6uIBM6A5xTAbl3H
FEAR.,Kendrick Lamar,DAMN.,69,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,23luOrEVHMfoX0AhfbQuS6
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,DAMN.,80,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,6SwRhMLwNqEi6alNPVG00n
Big Shot (with Travis Scott),Kendrick Lamar,Black Panther The Album Music From And Inspired By,64,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,5cXg9IQS34FzLVdHhp7hu7
Crown,Kendrick Lamar,Mr. Morale & The Big Steppers,62,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,4zMxWSP2qZUy5CBCH5PdzZ
Dedication (feat. Kendrick Lamar),Nipsey Hussle,Victory Lap,61,west coast hip hop,https://open.spotify.com/artist/0EeQBlQJFiAfJeVN2vT9s0,6fIjnWrv46njJHLDAY2JdC
Say So,Doja Cat,Hot Pink,78,Unknown,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5,3Dv1eDb0MEgF93GpLXlucZ
Secreto De Amor,Joan Sebastian,Secreto De Amor,73,"banda, mariachi, ranchera, grupera, norteño, música mexicana",https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,47PiSg7z5qjUyEGKN4I1g7
Words That We Said,C. James,Words That We Said,52,Unknown,https://open.spotify.com/artist/77Y0VaGhTLxtpZ0nLbD2oD,2dcKLgm3TCKtUF3Z4vUBQf
Maybe,RICEWINE,Flood,44,bedroom pop,https://open.spotify.com/artist/6Vf4rmMsQbAwiCG00YeEI7,7sljA9XJXVCbbXLK5XpDtu
Robbery,Juice WRLD,Death Race For Love (Bonus Track Version),81,"melodic rap, emo rap",https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz,6iaSML1PIYq936g62BDtBq
Never Be Apart,TEEKS,The Grapefruit Skies,0,Unknown,https://open.spotify.com/artist/4ofg0wyo4TjuNtWQ5XxZhJ,6lEb8W1OIF1Zd5IxziH4Oc
Work Out,J. Cole,Cole World: The Sideline Story,83,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,2wAJTrFhCnQyNSD3oUgTZO
Best Day Ever,Mac Miller,Best Day Ever (5th Anniversary Remastered Edition),0,Unknown,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,56XhZKFVFeylLeAELp6pdE
Sacrifice,The Weeknd,Dawn FM,72,Unknown,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,1nH2PkJL1XoUq8oE6tBZoU
Where No Eagles Fly,The Voidz,Tyranny,48,Unknown,https://open.spotify.com/artist/4nUBBtLtzqZGpdiynTJbYJ,25FYpwvSt61i16hs8qvoqe
Sea Gets Hotter,Durand Jones & The Indications,American Love Call,76,retro soul,https://open.spotify.com/artist/6TVVIyd0fsRDGg6WzHKyTP,5ZK62nSchTamBy8F6HIZov
Do you? // Tori's Ballad,Marigold,Under Green Light,0,Unknown,https://open.spotify.com/artist/1qxMrN7GOPfiFkC8H0rKh6,1Pj2MS6kfTmXUanmezspc6
I Want Love,Brenton Wood,Soul Power,0,Unknown,https://open.spotify.com/artist/6ohvzFHYmLd05kyYhLui5K,6dqGiN4xUofUnY0BLMwwBr
Mnemophobia,Brainstory,Buck,53,retro soul,https://open.spotify.com/artist/0EqBE2VOwsHgSOrjsQCs5j,33QyoRmhHKADVNXnn4VgvY
What You Won't Do for Love,Bobby Caldwell,What You Won't Do for Love,75,Unknown,https://open.spotify.com/artist/4V4Z3qMCwYofWHtip6ePF6,6Dk5fHTvH897XrVzCO64Mx
Somebody That I Used To Know,Gotye,Making Mirrors,80,Unknown,https://open.spotify.com/artist/2AsusXITU8P25dlRNhcAbG,4wCmqSrbyCgxEXROQE6vtV
Pumped Up Kicks,Foster The People,Torches,87,Unknown,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc,7w87IxuO7BDcJ3YUqCyMTT
Cuándo sale la luna,Pedro Infante,60 Rancheras Inmortales,61,"mariachi, bolero, ranchera, música mexicana",https://open.spotify.com/artist/7y33enVLfDvft6HGNmcxdV,7CLge2qFvAzm9hvgSlKd1z
Recostada En La Cama,El Chapo De Sinaloa,Tu Yo Y La Luna,65,"banda, norteño, grupera, ranchera, duranguense, mariachi",https://open.spotify.com/artist/59Ih0XIAzMXq7Yf9ny3u5t,50tmOF513elS7K3HrwYq29
Shut up My Moms Calling,Hotel Ugly,Shut up My Moms Calling,88,Unknown,https://open.spotify.com/artist/35WVTyRnKAoaGExqgktVyb,3hxIUxnT27p5WcmjGUXNwx
Cleanin' Out My Closet,Eminem,The Eminem Show,75,"rap, hip hop",https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,7BMO7O7ImjV8HNTH74Tshv
